_c0,loyalty_number,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,enrollment_type,cancellation_year,cancellation_month,salary_group
15437,297607,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,48074.0,Married,Star,Standard,,,Low
15929,244527,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,53666.0,Divorced,Star,2018 Promotion,,,Medium
16121,696444,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,48590.0,Married,Star,Standard,,,Low
16147,789573,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,93277.0,Married,Star,Standard,,,High
16404,280828,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,51930.0,Married,Star,Standard,,,Medium
16684,342570,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,50398.0,Married,Star,Standard,,,Medium
164,164429,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,57852.0,Single,Star,Standard,,,Medium
357,523394,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,95947.0,Married,Star,Standard,,,High
517,501363,Canada,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,45384.0,Married,Star,Standard,,,Low
604,500455,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,57385.0,Married,Star,Standard,,,Medium
1814,283709,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,66210.0,Married,Aurora,Standard,,,Medium
2145,951389,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,55613.0,Married,Aurora,Standard,,,Medium
2268,484243,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Doctor,249151.0,Married,Aurora,Standard,,,High
2613,210734,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,77074.0,Divorced,Aurora,Standard,,,High
2998,608504,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,87264.0,Married,Aurora,Standard,,,High
3591,228557,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,57633.0,Married,Aurora,Standard,,,Medium
3858,676669,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,75978.0,Divorced,Aurora,Standard,,,High
3915,859516,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,103223.0,Married,Aurora,Standard,,,High
4132,651097,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,67952.0,Single,Aurora,Standard,,,Medium
4764,235398,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,47445.0,Married,Nova,Standard,,,Low
4766,581079,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,86543.0,Married,Nova,Standard,,,High
4859,257981,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,61275.0,Married,Nova,Standard,,,Medium
5233,989816,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,63252.0,Married,Nova,Standard,,,Medium
5483,687962,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,90175.0,Single,Nova,Standard,,,High
5762,992886,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,86176.0,Married,Nova,Standard,,,High
6047,872669,Canada,Ontario,Toronto,P2T 6G3,Female,High School or Below,80235.0,Divorced,Nova,Standard,,,High
6292,843836,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,104907.0,Single,Nova,Standard,,,High
6614,142925,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,72409.0,Married,Nova,Standard,,,High
6732,286989,Canada,Quebec,Hull,J8Y 3Z5,Female,High School or Below,41779.0,Married,Nova,Standard,,,Low
6868,489534,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,85447.0,Married,Nova,Standard,,,High
7148,266326,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,58589.0,Married,Nova,Standard,,,Medium
7358,776956,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,55696.0,Single,Star,2018 Promotion,,,Medium
7514,320414,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,78549.0,Single,Nova,Standard,,,High
8109,142649,Canada,Quebec,Hull,J8Y 3Z5,Male,Doctor,262729.0,Divorced,Nova,Standard,2014.0,,High
8585,512219,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Doctor,166305.0,Married,Nova,Standard,,,High
8739,326803,Canada,Ontario,Toronto,P1L 8X8,Female,Doctor,274242.0,Married,Nova,Standard,,,High
9430,688533,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Doctor,67855.0,Married,Nova,Standard,,,Medium
9662,572547,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,84015.0,Married,Nova,Standard,,,High
9674,340874,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,57737.0,Married,Nova,Standard,,,Medium
10561,413620,Canada,British Columbia,Vancouver,V1E 4R6,Male,High School or Below,80919.0,Single,Star,Standard,,,High
10606,959059,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,69695.0,Single,Star,Standard,,,Medium
10624,137040,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,99748.0,Single,Star,Standard,,,High
10750,968867,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,58711.0,Divorced,Star,Standard,2014.0,,Medium
11271,989473,Canada,Ontario,London,M5B 3E4,Male,Doctor,287465.0,Married,Star,Standard,,,High
11796,578751,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,104500.0,Married,Star,Standard,2016.0,,High
11822,615678,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,68237.0,Divorced,Star,Standard,,,Medium
11873,387648,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,61018.0,Single,Star,Standard,,,Medium
12488,412362,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,75503.0,Married,Star,Standard,,,High
13098,728043,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,57385.0,Married,Star,Standard,,,Medium
13180,881106,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,56277.0,Married,Star,Standard,,,Medium
13363,481987,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,88270.0,Single,Star,Standard,2017.0,,High
13396,109956,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,89320.0,Married,Star,Standard,2018.0,,High
13462,679531,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,100978.0,Married,Star,Standard,2017.0,,High
13636,734952,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,100613.0,Married,Star,Standard,,,High
13669,724660,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,91567.0,Married,Star,Standard,,,High
13670,352078,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,72879.0,Married,Star,Standard,,,High
14511,539704,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,89755.0,Divorced,Star,Standard,,,High
14657,779291,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,56717.0,Married,Star,Standard,,,Medium
15549,801483,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,66443.0,Married,Star,Standard,,,Medium
16040,801542,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,58632.0,Married,Star,Standard,,,Medium
16516,863392,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,63887.0,Married,Star,Standard,,,Medium
522,426185,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,83007.0,Married,Star,Standard,,,High
559,815207,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,48680.0,Married,Nova,2018 Promotion,,,Low
807,981848,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,54397.0,Married,Aurora,Standard,,,Medium
1496,485845,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,97730.0,Single,Aurora,Standard,,,High
1608,864967,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,102878.0,Single,Aurora,Standard,,,High
2372,169699,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,71635.0,Married,Aurora,Standard,2017.0,,High
2622,697477,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,66537.0,Married,Aurora,Standard,,,Medium
2674,367782,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,98209.0,Single,Nova,2018 Promotion,2018.0,,High
2901,454073,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,103420.0,Married,Aurora,Standard,,,High
3376,419748,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,61813.0,Married,Aurora,Standard,,,Medium
3466,172491,Canada,Ontario,Sudbury,M5V 1G5,Female,Master,123527.0,Divorced,Aurora,Standard,,,High
3509,545410,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,78821.0,Divorced,Aurora,Standard,2018.0,,High
3813,569940,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,80129.0,Married,Aurora,Standard,,,High
4139,125068,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,19464.0,Married,Star,2018 Promotion,,,Low
4205,653636,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,64557.0,Married,Nova,Standard,,,Medium
4329,802200,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,77668.0,Divorced,Nova,Standard,,,High
4446,403052,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,58766.0,Married,Nova,Standard,,,Medium
4484,193150,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,91592.0,Married,Nova,Standard,,,High
4674,716360,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,88282.0,Married,Nova,Standard,,,High
4810,192115,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,63580.0,Single,Nova,Standard,,,Medium
4823,327203,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,74504.0,Married,Nova,Standard,,,High
5005,186295,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,72416.0,Married,Nova,Standard,,,High
5787,729752,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,78573.0,Divorced,Nova,Standard,,,High
5789,831341,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,78573.0,Divorced,Nova,Standard,,,High
5916,256544,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,92128.0,Single,Nova,Standard,,,High
6041,538042,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,45384.0,Married,Nova,Standard,,,Low
6309,352101,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,67445.0,Single,Nova,Standard,,,Medium
6339,967032,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,52436.0,Married,Nova,Standard,,,Medium
6522,766886,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,94550.0,Single,Nova,Standard,,,High
6561,346598,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,96790.0,Married,Nova,Standard,,,High
6987,618830,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,82599.0,Married,Nova,Standard,,,High
7014,897835,Canada,Alberta,Peace River,T9O 2W2,Female,High School or Below,67642.0,Married,Nova,Standard,,,Medium
7250,891696,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,97241.0,Married,Nova,Standard,,,High
7588,992524,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,54568.0,Divorced,Nova,Standard,,,Medium
7612,862543,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,79987.0,Married,Nova,Standard,,,High
7650,621731,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,83322.0,Married,Nova,Standard,,,High
8102,146527,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,79106.0,Married,Nova,Standard,,,High
8255,514530,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,103151.0,Single,Nova,Standard,,,High
8528,530098,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,82721.0,Married,Nova,Standard,,,High
8792,309639,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,87321.0,Married,Nova,Standard,,,High
8901,335964,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,47643.0,Divorced,Nova,Standard,,,Low
9021,762971,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,52872.0,Single,Nova,Standard,,,Medium
9346,955087,Canada,Ontario,Toronto,P2T 6G3,Female,Master,111106.0,Married,Nova,Standard,,,High
9529,837615,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,55801.0,Married,Nova,Standard,2014.0,,Medium
9598,352053,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,97314.0,Married,Nova,Standard,,,High
9673,819924,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,72669.0,Divorced,Nova,Standard,,,High
10281,637100,Canada,Alberta,Banff,T4V 1D4,Female,Doctor,146559.0,Married,Star,Standard,2015.0,,High
10707,369795,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,58714.0,Married,Star,Standard,,,Medium
10820,947158,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,86089.0,Single,Star,Standard,,,High
11153,630694,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,66226.0,Married,Star,Standard,2017.0,,Medium
11210,455606,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,50918.0,Married,Star,Standard,,,Medium
11774,648924,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,78300.0,Married,Star,Standard,,,High
11962,973485,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,83842.0,Married,Star,Standard,,,High
12011,291510,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,92802.0,Married,Star,Standard,,,High
12036,144830,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,97333.0,Divorced,Star,Standard,,,High
13010,598016,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,89419.0,Married,Star,Standard,,,High
13241,682103,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,87259.0,Divorced,Star,Standard,,,High
13401,564973,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,60641.0,Married,Star,Standard,,,Medium
13740,230763,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,86759.0,Single,Star,Standard,,,High
13767,872315,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,73523.0,Married,Star,Standard,,,High
13786,451469,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,69584.0,Married,Star,Standard,,,Medium
13892,908301,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,54036.0,Married,Star,Standard,,,Medium
14532,595235,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,49960.0,Married,Star,Standard,,,Low
14604,954973,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,83322.0,Married,Star,Standard,,,High
14648,132045,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,57706.0,Divorced,Star,Standard,,,Medium
15153,931054,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,71380.0,Married,Star,Standard,,,High
15499,953420,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,60639.0,Married,Star,Standard,2018.0,,Medium
15764,961213,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,102447.0,Married,Star,Standard,,,High
15863,945133,Canada,British Columbia,Victoria,V10 6T5,Female,High School or Below,54033.0,Single,Star,Standard,,,Medium
16149,458199,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,65814.0,Married,Star,Standard,,,Medium
16214,938914,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,73638.0,Married,Star,Standard,,,High
16228,352747,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,62748.0,Married,Star,Standard,,,Medium
16357,324048,Canada,Alberta,Edmonton,T3G 6Y6,Male,High School or Below,73956.0,Married,Star,Standard,,,High
279,202299,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,245427.0,Married,Star,Standard,,8.0,High
405,257575,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,82460.0,Married,Star,Standard,,,High
704,778426,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,80921.0,Married,Star,Standard,,,High
792,111646,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,67445.0,Single,Aurora,Standard,2018.0,,Medium
1015,941361,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,72997.0,Single,Aurora,Standard,,,High
1140,883574,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,62075.0,Married,Aurora,Standard,,,Medium
1216,773598,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,66746.0,Married,Aurora,Standard,,,Medium
1250,171027,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,79336.0,Married,Aurora,Standard,2016.0,,High
1331,468542,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,87848.0,Married,Aurora,2018 Promotion,2018.0,,High
1442,741313,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,83513.0,Married,Aurora,Standard,,,High
1882,281328,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,244617.0,Married,Aurora,Standard,,,High
3301,275637,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,78881.0,Divorced,Aurora,Standard,,,High
3586,715797,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,77621.0,Divorced,Aurora,Standard,,,High
4268,365421,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,62857.0,Married,Nova,Standard,,,Medium
4403,463882,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,80846.0,Married,Nova,Standard,,,High
4796,668235,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,90085.0,Divorced,Star,2018 Promotion,,,High
5071,999498,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,54457.0,Divorced,Nova,Standard,,,Medium
5727,121999,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,54894.0,Married,Nova,Standard,2016.0,,Medium
6050,238647,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,78722.0,Married,Nova,Standard,,,High
6261,847357,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,48956.0,Married,Nova,Standard,,,Low
6352,486956,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,51468.0,Single,Nova,Standard,,,Medium
6494,208630,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,High School or Below,56220.0,Single,Nova,Standard,2016.0,,Medium
7095,582166,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,60797.0,Divorced,Nova,Standard,2015.0,,Medium
7223,140823,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,51251.0,Divorced,Nova,Standard,,,Medium
7970,331353,Canada,Quebec,Tremblant,H5Y 2S9,Female,Doctor,85511.0,Married,Nova,Standard,,,High
8121,851982,Canada,Ontario,Toronto,P5S 6R4,Female,Master,101038.0,Married,Nova,Standard,,,High
8129,164512,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,47178.0,Divorced,Nova,Standard,,,Low
8309,733608,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,93261.0,Married,Nova,Standard,,,High
9314,268129,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,56692.0,Single,Nova,Standard,,,Medium
9329,167578,Canada,Alberta,Edmonton,T9G 1W3,Female,Master,100817.0,Married,Nova,Standard,,,High
9339,491643,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,52220.0,Married,Nova,Standard,,,Medium
9400,107119,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,92398.0,Single,Nova,Standard,,,High
9672,112856,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,46795.0,Married,Nova,Standard,,,Low
10673,989802,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,80015.0,Divorced,Star,Standard,,,High
11059,352216,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,48650.0,Single,Star,Standard,,,Low
11310,816510,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,79607.0,Married,Star,Standard,,,High
11535,636017,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,82242.0,Married,Star,Standard,,,High
11839,860809,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,56667.0,Married,Star,Standard,,,Medium
11906,561251,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,79536.0,Married,Star,Standard,,,High
12198,629966,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,87195.0,Married,Star,Standard,,,High
12333,578203,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,54367.0,Married,Star,Standard,,,Medium
12532,668692,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,70544.0,Married,Star,Standard,,,High
12635,452976,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,53465.0,Single,Star,Standard,,,Medium
13390,236701,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,94795.0,Married,Aurora,2018 Promotion,,,High
13750,310867,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,66278.0,Married,Star,Standard,2016.0,,Medium
14109,988149,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,77608.0,Married,Star,Standard,,,High
14153,545179,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,76650.0,Married,Nova,2018 Promotion,,,High
14418,251521,Canada,Quebec,Montreal,H4G 3T4,Female,High School or Below,68778.0,Single,Star,Standard,,,Medium
14444,466998,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,Bachelor,76714.0,Married,Star,Standard,,,High
14774,493800,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,83739.0,Married,Star,Standard,,,High
15144,316752,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,101933.0,Married,Star,Standard,,,High
15318,815789,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,102717.0,Married,Star,Standard,,,High
15376,911906,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,57101.0,Divorced,Star,Standard,,,Medium
15414,299165,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,55002.0,Married,Star,Standard,,,Medium
15943,608605,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,51160.0,Married,Star,Standard,,,Medium
16141,136345,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,91001.0,Married,Star,Standard,,,High
16666,933251,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,94610.0,Married,Star,Standard,,,High
410,674637,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,83167.0,Married,Nova,2018 Promotion,,,High
533,384269,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,68896.0,Divorced,Star,Standard,,,Medium
634,923268,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,70635.0,Married,Star,2018 Promotion,2018.0,,High
1209,930900,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,71792.0,Married,Aurora,Standard,,,High
1543,300008,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,51573.0,Single,Aurora,Standard,,,Medium
1632,603079,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Doctor,279093.0,Single,Aurora,Standard,,,High
2025,176688,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,86107.0,Divorced,Aurora,Standard,,,High
2096,915194,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,74962.0,Single,Aurora,Standard,,,High
2178,619548,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,79325.0,Married,Aurora,Standard,,,High
2811,574506,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,52474.0,Married,Aurora,Standard,,,Medium
3056,938822,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,83276.0,Divorced,Aurora,Standard,,,High
3111,405318,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,59665.0,Divorced,Aurora,Standard,,,Medium
3428,814112,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,81078.0,Single,Aurora,Standard,,,High
3930,823567,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,87782.0,Married,Aurora,Standard,,,High
3941,844477,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,82969.0,Married,Aurora,Standard,2014.0,,High
4081,728009,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,57521.0,Married,Aurora,Standard,,,Medium
4259,196583,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,60366.0,Single,Nova,Standard,,,Medium
4277,647791,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,77645.0,Married,Nova,Standard,,,High
